page	claim	claim_label	tags	source_list	claim_source_domain	claim_source_url	date
http://www.emergent.info/Iraq-shoots-down-British-planes	Claim: The Iraqi army shot down two British planes that were delivering weapons to ISIS	false	['FARS News Agency', 'Iran', 'Iraq', 'ISIS']	['http://english.farsnews.com/newstext.aspx?nn=13931204001534']	http://english.farsnews.com/	http://english.farsnews.com/newstext.aspx?nn=13931204001534	2015/02/25
http://www.emergent.info/Israel-opened-dams-flooding-Gaza	Claim: Israel caused flooding in Gaza by opening river dams	false	"['Flooding', 'Gaza', 'Israel', ""Ma'an News Agency""]"	['http://www.maannews.com/eng/ViewDetails.aspx?ID=759549']	http://www.maannews.com/	http://www.maannews.com/eng/ViewDetails.aspx?ID=759549	2015/02/24
http://www.emergent.info/Willie-Nelson-death-hoax	Claim: Willie Nelson is dead	false	['Celebrity Deaths', 'Hoaxes', 'MediaMass', 'Willie Nelson']	['http://msmbc.co/iconic-country-star-willie-nelson-dies-at-81.php']	http://msmbc.co/	http://msmbc.co/iconic-country-star-willie-nelson-dies-at-81.php	2015/02/24
http://www.emergent.info/priest-says-god-is-female	Claim: A Catholic priest who was declared clinically dead says he met God and she's a woman	false	['Catholic Church', 'Fake News', 'Hoaxes', 'World News Daily Report']	['http://worldnewsdailyreport.com/catholic-priest-who-died-for-48-minutes-claims-that-god-is-a-woman/']	http://worldnewsdailyreport.com/	http://worldnewsdailyreport.com/catholic-priest-who-died-for-48-minutes-claims-that-god-is-a-woman/	2015/02/22
http://www.emergent.info/Shane-Smith-steak	Claim: Vice Media CEO Shane Smith paid $300,000 for a Las Vegas dinner	unverified	['Las Vegas', 'Shane Smith', 'VICE Media']	['http://www.bloomberg.com/news/articles/2015-02-18/vice-s-shane-smith-spent-300-000-on-vegas-feast-after-blackjack']	http://www.bloomberg.com/	http://www.bloomberg.com/news/articles/2015-02-18/vice-s-shane-smith-spent-300-000-on-vegas-feast-after-blackjack	2015/02/20
http://www.emergent.info/bride-marries-wedding-guest	Claim: An Indian bride married a guest at her wedding after her fiance had a seizure and collapsed	unverified	['Epilepsy', 'India', 'Marriage']	['http://timesofindia.indiatimes.com/City/Bareilly/Groom-unwell-bride-weds-guest-in-fit-of-rage/articleshow/46277810.cms']	http://timesofindia.indiatimes.com/	http://timesofindia.indiatimes.com/City/Bareilly/Groom-unwell-bride-weds-guest-in-fit-of-rage/articleshow/46277810.cms	2015/02/18
http://www.emergent.info/ISIS-harvesting-organs	Claim: ISIS is harvesting and selling human organs to help fund its operations	unverified	['Iraq', 'ISIS', 'Medicine', 'Organ Harvesting']	['http://www.al-monitor.com/pulse/security/2014/12/islamic-state-financing-funding-human-trafficking-extortion.html#']	http://www.al-monitor.com/	http://www.al-monitor.com/pulse/security/2014/12/islamic-state-financing-funding-human-trafficking-extortion.html#	2015/02/18
http://www.emergent.info/tbs-speeds-up-Seinfeld	Claim: TBS speeds up Seinfeld episodes to fit in more commercials	unverified	['Seinfeld', 'TBS', 'TV']	['http://www.avsforum.com/forum/34-hdtv-programming/1490528-tbs-speeds-up-seinfeld-full-7-5-percent-here-proof.html']	http://www.avsforum.com/	http://www.avsforum.com/forum/34-hdtv-programming/1490528-tbs-speeds-up-seinfeld-full-7-5-percent-here-proof.html	2015/02/17
http://www.emergent.info/marines-weapons-yemen	Claim: The final Marines to leave the U.S. embassy in Yemen handed their weapons over to Houthi rebels	false	['Fox News', 'Marines', 'Megan Kelly', 'Yemen']	['http://www.breitbart.com/video/2015/02/11/report-marines-ordered-by-state-dept-to-surrender-weapons-in-us-embassy-evac-in-yemen/']	http://www.breitbart.com/	http://www.breitbart.com/video/2015/02/11/report-marines-ordered-by-state-dept-to-surrender-weapons-in-us-embassy-evac-in-yemen/	2015/02/14
http://www.emergent.info/Star-Wars-early-summer-release	Claim: J.J. Abrams wants a summer release date for 'Star Wars: Episode VII'	false	['iKwiz', 'J.J. Abrams', 'Star Wars', 'Video', 'YouTube']	['http://ikwiz.com/article.asp?id=9173&name=J.J.+Abrams+Asks+Disney+To+Move+Up+%27Star+Wars%3A+The+Force+Awakens+Release%27+Date+']	http://ikwiz.com/	http://ikwiz.com/article.asp?id=9173&name=J.J.+Abrams+Asks+Disney+To+Move+Up+%27Star+Wars%3A+The+Force+Awakens+Release%27+Date+	2015/02/12
http://www.emergent.info/feminist-blogger-abortion	Claim: A woman aborted a fetus after discovering it was male	unverified	['Abortion', 'Blogging', 'Feminism', 'Hoaxes']	['http://injusticestories.com/i-aborted-my-baby-because-it-was-a-boy/']	http://injusticestories.com/	http://injusticestories.com/i-aborted-my-baby-because-it-was-a-boy/	2015/02/11
http://www.emergent.info/ISIS-claims-death-Kayla-Mueller	Claim: American hostage Kayla Mueller was killed in a coalition bombing campaign against ISIS	unverified	['Airstrikes', 'ISIS', 'Jordan', 'Kayla Mueller', 'Syria', 'United States of America']	['https://ent.siteintelgroup.com/Statements/is-claims-american-female-hostage-killed-in-jordanian-airstrike.html']	https://ent.siteintelgroup.com/	https://ent.siteintelgroup.com/Statements/is-claims-american-female-hostage-killed-in-jordanian-airstrike.html	2015/02/06
http://www.emergent.info/brokaw-wants-williams-fired	Claim: Tom Brokaw wants Brian Williams fired	false	['Brian Williams', 'NBC', 'Tom Brokaw']	['http://pagesix.com/2015/02/05/tom-brokaw-wants-brian-williams-fired/']	http://pagesix.com/	http://pagesix.com/2015/02/05/tom-brokaw-wants-brian-williams-fired/	2015/02/06
http://www.emergent.info/ISIS-treasurer-stole-money	Claim: An ISIS treasurer stole money from the organization and fled	unverified	['ISIS', 'Syria', 'Turkey']	['http://www.almasryalyoum.com/news/details/648097']	http://www.almasryalyoum.com/	http://www.almasryalyoum.com/news/details/648097	2015/02/06
http://www.emergent.info/King-of-Jordan-airstrikes-ISIS	Claim: Jordan's King Abdullah II will participate in air strikes against ISIS	false	['ISIS', 'Jordan', 'King Abdullah II']	['http://www.annaharkw.com/annahar/Article.aspx?id=525170']	http://www.annaharkw.com/	http://www.annaharkw.com/annahar/Article.aspx?id=525170	2015/02/05
http://www.emergent.info/penis-acid-attack	Claim: A 17-year-old poured acid her boyfriend's genitals after their sex tape went viral	unverified	['Acid', 'AENS', 'Sex Tape', 'South Africa']	['http://www.timeslive.co.za/local/2015/02/02/girl-destroys-boyfriends-penis-in-acid-attack-after-video-of-them-having-sex-goes-viral']	http://www.timeslive.co.za/	http://www.timeslive.co.za/local/2015/02/02/girl-destroys-boyfriends-penis-in-acid-attack-after-video-of-them-having-sex-goes-viral	2015/02/03
http://www.emergent.info/student-suspended-Hobbit-magic	Claim: A fourth-grade student from Texas was suspended after threatening another student with magic 	unverified	['Magic', 'Texas', 'The Hobbit', 'The Lord of the Rings']	['http://www.oaoa.com/news/education/article_6b47c224-a8d2-11e4-8989-1f5b0d13dadd.html']	http://www.oaoa.com/	http://www.oaoa.com/news/education/article_6b47c224-a8d2-11e4-8989-1f5b0d13dadd.html	2015/02/02
http://www.emergent.info/taliban-five-Bergdahl-exchange-fighting-again	Claim: At least one of the 'Taliban Five' exchanged for soldier Bowe Bergdahl is trying to return to militancy	unverified	['Bowe Bergdahl', 'Prisoner Exchange', 'Taliban']	['http://www.cnn.com/2015/01/29/politics/bergdahl-swap-prisoner-militant-activity/']	http://www.cnn.com/	http://www.cnn.com/2015/01/29/politics/bergdahl-swap-prisoner-militant-activity/	2015/01/30
http://www.emergent.info/McDondalds-pizza-still-being+served	Claim: Two locations in the U.S. are still serving the original McDonald's pizza	false	"[""McDonald's"", 'McPizza', 'Ohio', 'Pizza', 'West Virginia']"	['http://o.canada.com/life/food-drink/attention-children-of-the-90s-you-can-still-get-mcdonalds-pizza']	http://o.canada.com/	http://o.canada.com/life/food-drink/attention-children-of-the-90s-you-can-still-get-mcdonalds-pizza	2015/01/29
http://www.emergent.info/Texas-Sharia-law	Claim: A jurisdiction of Texas is now under Sharia law	false	['Dallas', 'Sharia Law', 'Texas']	['http://www.breitbart.com/texas/2015/01/27/hold-islamic-tribunal-confirmed-in-texas-its-voluntary-says-attorney/']	http://www.breitbart.com/	http://www.breitbart.com/texas/2015/01/27/hold-islamic-tribunal-confirmed-in-texas-its-voluntary-says-attorney/	2015/01/29
http://www.emergent.info/IBM-job-cuts	Claim: IBM will cut more than 110,000 jobs this week	unverified	['IBM']	['http://www.forbes.com/sites/robertcringely/2015/01/22/next-weeks-bloodbath-at-ibm-wont-fix-the-real-problem/']	http://www.forbes.com/	http://www.forbes.com/sites/robertcringely/2015/01/22/next-weeks-bloodbath-at-ibm-wont-fix-the-real-problem/	2015/01/26
http://www.emergent.info/iphone-6-rumor	Claim: The iPhone 6s will have a dual-lens camera	unverified	['Apple', 'iPhone', 'iPhone 6']	['http://money.udn.com/storypage.php?sub_id=5615&art_id=638904']	http://money.udn.com/	http://money.udn.com/storypage.php?sub_id=5615&art_id=638904	2015/01/19
http://www.emergent.info/saudi-cleric-snowmen	Claim: A Saudi cleric declared that snowmen are anti-Islamic	true	['Religion', 'Saudi Arabia']	['http://www.reuters.com/article/2015/01/12/us-odd-saudi-snow-idUSKBN0KL15N20150112']	http://www.reuters.com/	http://www.reuters.com/article/2015/01/12/us-odd-saudi-snow-idUSKBN0KL15N20150112	2015/01/12
http://www.emergent.info/Ebola-rats-ghost-ship	Claim: A ghost ship filled with Ebola-infected rats is heading towards Florida.	false	['Ebola', 'Fake News', 'Hoaxes', 'World News Daily Report']	['http://worldnewsdailyreport.com/ghost-ship-filled-with-ebola-ridden-rats-heading-for-florida/']	http://worldnewsdailyreport.com/	http://worldnewsdailyreport.com/ghost-ship-filled-with-ebola-ridden-rats-heading-for-florida/	2015/01/10
http://www.emergent.info/banksy-hebdo-charlie-cartoon	Claim: Artist Banksy drew a cartoon about the Charlie Hebdo murders	false	['Banksy', 'Cartoons']	['http://instagram.com/p/xkgkBSKlWu/?modal=true']	http://instagram.com/	http://instagram.com/p/xkgkBSKlWu/?modal=true	2015/01/08
http://www.emergent.info/woman-cat-coat-hoax	Claim: An 85-year-old woman was arrested for making fur coats out of her neighbors' cats	false	['Animals', 'Fake News', 'Hoaxes', 'Texas']	['http://worldnewsdailyreport.com/little-old-lady-arrested-for-making-fur-coats-with-neighbors-cats/']	http://worldnewsdailyreport.com/	http://worldnewsdailyreport.com/little-old-lady-arrested-for-making-fur-coats-with-neighbors-cats/	2015/01/07
http://www.emergent.info/bruno-mars-michel-jackson-son-hoax	Claim: A DNA test proved that Bruno Mars is Michael Jackson's son	false	['Bruno Mars', 'Celebrity Deaths', 'Fake News', 'Hoaxes']	['http://empirenews.net/dna-results-confirm-michael-jackson-is-biological-father-of-bruno-mars/']	http://empirenews.net/	http://empirenews.net/dna-results-confirm-michael-jackson-is-biological-father-of-bruno-mars/	2015/01/05
http://www.emergent.info/Hugh-Hefner-death-hoax	Claim: Playboy founder Hugh Hefner is dead	false	['Celebrity Deaths', 'Fake News', 'Hoaxes', 'Hugh Hefner']	['http://nbctoday.co/playboy-tycoon-hugh-hefner-passes-away-age-88.html']	http://nbctoday.co/	http://nbctoday.co/playboy-tycoon-hugh-hefner-passes-away-age-88.html	2014/12/29
http://www.emergent.info/sons-of-anarchy-movie	Claim: There will be a Sons of Anarchy film	false	['Sons of Anarchy', 'TV']	['http://empirenews.net/kurt-sutter-announces-plans-for-sons-of-anarchy-movie-starring-charlie-hunnam-brad-pitt/']	http://empirenews.net/	http://empirenews.net/kurt-sutter-announces-plans-for-sons-of-anarchy-movie-starring-charlie-hunnam-brad-pitt/	2014/12/24
http://www.emergent.info/mcdonalds-big-mac-hoax	Claim: McDonald's will stop serving the Big Mac	false	['Daily Buzz Live', 'Fake News', 'Hoaxes']	['http://dailybuzzlive.com/mcdonalds-removing-big-mac-apple-pies-large-options/']	http://dailybuzzlive.com/	http://dailybuzzlive.com/mcdonalds-removing-big-mac-apple-pies-large-options/	2014/12/22
http://www.emergent.info/hackers-thank-sony-for-pulling-film	"Claim: The group behind the Sony hack sent a message to company execs praising their decision to pull ""The Interview"""	unverified	['Sony', 'The Interview']	['http://money.cnn.com/2014/12/19/media/insde-sony-hack-interview/index.html']	http://money.cnn.com/	http://money.cnn.com/2014/12/19/media/insde-sony-hack-interview/index.html	2014/12/19
http://www.emergent.info/high-school-trader-worth-72-million	Claim: A N.Y. high schooler earned $72 million in the stock market	false	['NYC', 'Stock Market']	['http://nymag.com/news/articles/reasonstoloveny/2014/mohammed-islam-stock-trading/']	http://nymag.com/	http://nymag.com/news/articles/reasonstoloveny/2014/mohammed-islam-stock-trading/	2014/12/15
http://www.emergent.info/four-inch-iphone	Claim: Apple will launch a 4-inch iPhone in 2015	unverified	['Apple', 'Feng.com', 'iPhone']	['http://www.feng.com/iPhone/news/2014-12-03/For-single--handed-operation-_601719.shtml']	http://www.feng.com/	http://www.feng.com/iPhone/news/2014-12-03/For-single--handed-operation-_601719.shtml	2014/12/08
http://www.emergent.info/robot-security-guards-microsoft	Claim: Robot security guards are patrolling a Microsoft campus in Silicon Valley	false	['Microsoft', 'Robots']	['http://www.extremetech.com/extreme/194338-here-come-the-autonomous-robot-security-guards-what-could-possibly-go-wrong']	http://www.extremetech.com/	http://www.extremetech.com/extreme/194338-here-come-the-autonomous-robot-security-guards-what-could-possibly-go-wrong	2014/11/25
http://www.emergent.info/amazon-streaming-video	Claim: Amazon will launch an ad-supported video streaming service in early 2015	unverified	['Amazon', 'Video']	['http://nypost.com/2014/11/21/amazon-plans-a-streaming-video-alternative/']	http://nypost.com/	http://nypost.com/2014/11/21/amazon-plans-a-streaming-video-alternative/	2014/11/23
http://www.emergent.info/teletubbies-baby	Claim: Jess Smith of Chatham, Kent was the smiling sun baby in the Teletubbies TV show	unverified	['Teletubbies', 'TV']	['http://www.telegraph.co.uk/news/newstopics/howaboutthat/11310883/The-baby-from-Teletubbies-reveals-herself.html']	http://www.telegraph.co.uk/	http://www.telegraph.co.uk/news/newstopics/howaboutthat/11310883/The-baby-from-Teletubbies-reveals-herself.html	2014/12/24
http://www.emergent.info/axel-rose-dead	Claim: Guns N' Roses signer Axel Rose is dead	false	['Celebrity Deaths', 'Fake News', 'Hoaxes']	['http://msnbc.website/axl-rose-found-dead-hollywood-home.html']	http://msnbc.website/	http://msnbc.website/axl-rose-found-dead-hollywood-home.html	2014/12/03
http://www.emergent.info/Cesar-Mill%C3%A1n-death-report	Claim: Cesar Millán, the Dog Whisperer, has died	false	['Celebrity Deaths', 'Hoaxes']	['http://www.noticiasunam.com/2014/12/the-famous-dog-whisperer-cesar-millan.html']	http://www.noticiasunam.com/	http://www.noticiasunam.com/2014/12/the-famous-dog-whisperer-cesar-millan.html	2014/12/03
http://www.emergent.info/lisa-bonet-tweet-cosby	Claim: Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby	false	['Bill Cosby', 'Twitter']	['http://pagesix.com/2014/11/22/are-lisa-bonets-mysterious-tweets-hinting-at-cosby-scandal/']	http://pagesix.com/	http://pagesix.com/2014/11/22/are-lisa-bonets-mysterious-tweets-hinting-at-cosby-scandal/	2014/11/24
http://www.emergent.info/vogue-offices-rats	Claim: Vogue magazine's new offices are infested with rats	unverified	['conde nast', 'rats', 'Vogue']	['http://gawker.com/vogue-s-shiny-new-office-has-a-big-rat-problem-1661685600?utm_campaign=socialflow_gawker_twitter&utm_source=gawker_twitter&utm_medium=socialflow']	http://gawker.com/	http://gawker.com/vogue-s-shiny-new-office-has-a-big-rat-problem-1661685600?utm_campaign=socialflow_gawker_twitter&utm_source=gawker_twitter&utm_medium=socialflow	2014/11/21
http://www.emergent.info/big-bank-hank-death-report	Claim: Big Bank Hank of the Sugarhill Gang is dead	true	['Big Bank Hank', 'Celebrity Deaths', 'Sugarhill Gang']	['http://www.tmz.com/2014/11/11/sugarhill-gang-big-bank-hank-dies-cancer-dead-rappers-delight/']	http://www.tmz.com/	http://www.tmz.com/2014/11/11/sugarhill-gang-big-bank-hank-dies-cancer-dead-rappers-delight/	2014/11/11
http://www.emergent.info/led-zeppelin-contract	Claim:  Robert Plant ripped up an $800 million contract offer to reunite Led Zeppelin	false	['Led Zeppelin', 'Robert Plant']	['http://www.mirror.co.uk/3am/celebrity-news/led-zeppelins-robert-plant-turns-4595788']	http://www.mirror.co.uk/	http://www.mirror.co.uk/3am/celebrity-news/led-zeppelins-robert-plant-turns-4595788	2014/11/10
http://www.emergent.info/Macaulay-Culkin-death-hoax	Claim: Macaulay Culkin is dead	false	['Celebrity Deaths', 'Hoaxes', 'Macaulay Culkin']	['http://msnbc.website/macaulay-culkin-found-dead-at-age-34.html']	http://msnbc.website/	http://msnbc.website/macaulay-culkin-found-dead-at-age-34.html	2014/11/09
http://www.emergent.info/did-nbc-meteorologist-relieve-himself	Claim: NBC meteorologist Mike Seidel was caught relieving himself on camera	false	['Brian Williams', 'Mike Seidel', 'NBC']	['http://theconcourse.deadspin.com/did-nbc-nightly-news-go-live-to-a-man-who-was-taking-a-1653677899']	http://theconcourse.deadspin.com/	http://theconcourse.deadspin.com/did-nbc-nightly-news-go-live-to-a-man-who-was-taking-a-1653677899	2014/11/04
http://www.emergent.info/seth-rogen-woz	Claim: Seth Rogen will play Steve Wozniak in a film about Steve Jobs	true	['Apple', 'Seth Rogen', 'Steve Jobs']	['http://variety.com/2014/film/news/seth-rogen-steve-wozniak-steve-jobs-biopic-1201338038/']	http://variety.com/	http://variety.com/2014/film/news/seth-rogen-steve-wozniak-steve-jobs-biopic-1201338038/	2014/10/31
http://www.emergent.info/jose-canseco-shot	Claim: Jose Canseco was shot	true	['Jose Canseco']	['http://www.8newsnow.com/story/27147863/breaking-news-baseball-star-jose-canseco-hurt-in-accidental-shooting']	http://www.8newsnow.com/	http://www.8newsnow.com/story/27147863/breaking-news-baseball-star-jose-canseco-hurt-in-accidental-shooting	2014/10/29
http://www.emergent.info/matt-Taibbi--first-look	Claim: Journalist Matt Taibbi has left First Look Media	true	['First Look Media', 'Matt Taibbi']	['http://nymag.com/daily/intelligencer/2014/10/matt-taibbi-disappears-from-omidyars-first-look.html']	http://nymag.com/	http://nymag.com/daily/intelligencer/2014/10/matt-taibbi-disappears-from-omidyars-first-look.html	2014/10/28
http://www.emergent.info/paul-rudd-dallas-airport	Claim: Paul Rudd helped take down the Dallas airport homophobe	false	['Dallas/Fort Worth Airport', 'LGBQT', 'Paul Rudd']	['http://wonkette.com/564538/oh-hey-paul-rudd-was-one-of-the-dallas-airport-homophobe-heroes-no-big#MLwKQZDQr37rR343.01']	http://wonkette.com/	http://wonkette.com/564538/oh-hey-paul-rudd-was-one-of-the-dallas-airport-homophobe-heroes-no-big#MLwKQZDQr37rR343.01	2014/10/27
http://www.emergent.info/judd-nelson-not-dead	Claim: Judd Nelson is dead	false	['Celebrity Deaths', 'Hoaxes', 'Judd Nelson']	['http://foxnews.es/judd-nelson-found-dead-los-angeles-condo.html']	http://foxnews.es/	http://foxnews.es/judd-nelson-found-dead-los-angeles-condo.html	2014/10/26
http://www.emergent.info/banksy-arrested-hoax	Claim: Anonymous street artist Banksy was arrested	false	[]	['http://nationalreport.net/banksy-arrested-identity-revealed/']	http://nationalreport.net/	http://nationalreport.net/banksy-arrested-identity-revealed/	2014/10/20
